Front	Back	Tags
"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>排序</h1><div class=""q"">排序(<span class=""blank"">______</span>)是将一组记录按照其<span class=""blank"">______</span>的值重排，使其关键字域的值具有非递减或非递增顺序的过程。即给定一组记录r1...rn，将其排成满足ks1≤ks2≤...≤ksn或ks1≥ks2≥...≥ksn的序列。</div>"	"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>排序</h1><div class=""a"">排序(<span class=""hit"">sorting</span>)是将一组记录按照其<span class=""hit"">关键字</span>的值重排，使其<span class=""hit"">关键字</span>域的值具有非递减或非递增顺序的过程。即给定一组记录r1...rn，将其排成满足ks1≤ks2≤...≤ksn或ks1≥ks2≥...≥ksn的序列。</div><div class=""ansbox"">挖空答案：<b>sorting、关键字</b></div><div class=""pg"">教材页码：P256</div>"	内部排序 识记 排序的基本概念 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>关键字</h1><div class=""q"">关键字是记录内用来存放<span class=""blank"">______</span>依据的特殊域，其类型必须是可比较的（如字符型或数值型）。记录的排列次序由关键字的排列次序决定，在排序<span class=""blank"">______</span>中关键字也称为<span class=""blank"">______</span>。</div>"	"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>关键字</h1><div class=""a"">关键字是记录内用来存放<span class=""hit"">排序</span>依据的特殊域，其类型必须是可比较的（如字符型或数值型）。记录的排列次序由关键字的排列次序决定，在<span class=""hit"">排序</span><span class=""hit"">算法</span>中关键字也称为<span class=""hit"">排序码</span>。</div><div class=""ansbox"">挖空答案：<b>排序、算法、排序码</b></div><div class=""pg"">教材页码：P255</div>"	内部排序 识记 排序的基本概念 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>主关键字</h1><div class=""q"">主关键字是能唯一标识记录的关键字，其值不允许重复。主关键字值一旦确定即对应唯一一条记录，主关键字与记录一一对应。按主关键字<span class=""blank"">______</span>结果唯一。</div>"	"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>主关键字</h1><div class=""a"">主关键字是能唯一标识记录的关键字，其值不允许重复。主关键字值一旦确定即对应唯一一条记录，主关键字与记录一一对应。按主关键字<span class=""hit"">排序</span>结果唯一。</div><div class=""ansbox"">挖空答案：<b>排序</b></div><div class=""pg"">教材页码：P256</div>"	内部排序 识记 排序的基本概念 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>次关键字</h1><div class=""q"">次关键字是除<span class=""blank"">______</span>外的其余关键字，其值可以有相同。按次关键字<span class=""blank"">______</span>时，由于允许多个记录关键字值相同，排序结果可能不唯一。</div>"	"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>次关键字</h1><div class=""a"">次关键字是除<span class=""hit"">主关键字</span>外的其余关键字，其值可以有相同。按次关键字<span class=""hit"">排序</span>时，由于允许多个记录关键字值相同，<span class=""hit"">排序</span>结果可能不唯一。</div><div class=""ansbox"">挖空答案：<b>主关键字、排序</b></div><div class=""pg"">教材页码：P256</div>"	内部排序 识记 排序的基本概念 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>升序</h1><div class=""q"">经过<span class=""blank"">______</span>的数据，若<span class=""blank"">______</span>值依从小到大的顺序排列，则称为升序。一般不特别指明时，排序<span class=""blank"">______</span>将数据按升序排列。</div>"	"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>升序</h1><div class=""a"">经过<span class=""hit"">排序</span>的数据，若<span class=""hit"">关键字</span>值依从小到大的顺序排列，则称为升序。一般不特别指明时，<span class=""hit"">排序</span><span class=""hit"">算法</span>将数据按升序排列。</div><div class=""ansbox"">挖空答案：<b>排序、关键字、算法</b></div><div class=""pg"">教材页码：P256</div>"	内部排序 识记 排序的基本概念 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>降序</h1><div class=""q"">经过排序的数据，若<span class=""blank"">______</span>值依从大到小的顺序排列，则称为降序。降序与<span class=""blank"">______</span>方向相反，使用<span class=""blank"">______</span>可得到降序排序结果。</div>"	"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>降序</h1><div class=""a"">经过排序的数据，若<span class=""hit"">关键字</span>值依从大到小的顺序排列，则称为降序。降序与<span class=""hit"">升序</span>方向相反，使用<span class=""hit"">最小堆</span>可得到降序排序结果。</div><div class=""ansbox"">挖空答案：<b>关键字、升序、最小堆</b></div><div class=""pg"">教材页码：P256</div>"	内部排序 识记 排序的基本概念 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>逆序对</h1><div class=""q"">当两个记录中<span class=""blank"">______</span>的大小次序与记录的相对次序不一致时，称这两个记录是逆序的(<span class=""blank"">______</span>)。<span class=""blank"">______</span>本质上就是不断调整逆序数据对的过程。</div>"	"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>逆序对</h1><div class=""a"">当两个记录中<span class=""hit"">关键字</span>的大小次序与记录的相对次序不一致时，称这两个记录是逆序的(<span class=""hit"">inversion</span>)。<span class=""hit"">排序</span>本质上就是不断调整逆序数据对的过程。</div><div class=""ansbox"">挖空答案：<b>关键字、inversion、排序</b></div><div class=""pg"">教材页码：P256</div>"	内部排序 识记 排序的基本概念 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>内部排序</h1><div class=""q"">当待<span class=""blank"">______</span>数据量不大，全部数据都可放入内存，排序操作完全在内存中进行时，称为内部排序(<span class=""blank"">______</span>)。因不涉及内外存数据交换，排序速度较快。</div>"	"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>内部排序</h1><div class=""a"">当待<span class=""hit"">排序</span>数据量不大，全部数据都可放入内存，<span class=""hit"">排序</span>操作完全在内存中进行时，称为内部<span class=""hit"">排序</span>(<span class=""hit"">internal sorting</span>)。因不涉及内外存数据交换，<span class=""hit"">排序</span>速度较快。</div><div class=""ansbox"">挖空答案：<b>排序、internal sorting</b></div><div class=""pg"">教材页码：P256</div>"	内部排序 识记 排序的基本概念 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>外排序</h1><div class=""q"">当待排序数据量大，全部数据不能同时放入内存，需借助外存分批完成排序时，称为<span class=""blank"">______</span>(<span class=""blank"">______</span>)。排序注重减少内外存数据<span class=""blank"">______</span>。</div>"	"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>外排序</h1><div class=""a"">当待排序数据量大，全部数据不能同时放入内存，需借助外存分批完成排序时，称为<span class=""hit"">外部排序</span>(<span class=""hit"">external sorting</span>)。排序注重减少内外存数据<span class=""hit"">交换次数</span>。</div><div class=""ansbox"">挖空答案：<b>外部排序、external sorting、交换次数</b></div><div class=""pg"">教材页码：P256</div>"	内部排序 识记 排序的基本概念 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>稳定排序</h1><div class=""q"">具有相等<span class=""blank"">______</span>的两个记录，<span class=""blank"">______</span>前位于后者之前，排序后仍位于后者之前，即不改变相等关键字记录的相对次序，称为稳定排序(<span class=""blank"">______</span>)；反之则不稳定。</div>"	"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>稳定排序</h1><div class=""a"">具有相等<span class=""hit"">关键字</span>的两个记录，<span class=""hit"">排序</span>前位于后者之前，<span class=""hit"">排序</span>后仍位于后者之前，即不改变相等<span class=""hit"">关键字</span>记录的相对次序，称为稳定<span class=""hit"">排序</span>(<span class=""hit"">stable</span>)；反之则不稳定。</div><div class=""ansbox"">挖空答案：<b>关键字、排序、stable</b></div><div class=""pg"">教材页码：P256</div>"	内部排序 识记 排序的基本概念 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>交换次数</h1><div class=""q"">交换次数是<span class=""blank"">______</span>算法中记录交换（<span class=""blank"">______</span>移动）的次数，是衡量时间开销的主要指标之一。每交换一次意味着数据移动。</div>"	"<div class=""top""><span class=""chip c1"">章节：内部排序</span><span class=""chip c2"">识记</span><span class=""chip c3"">排序的基本概念</span></div><h1>交换次数</h1><div class=""a"">交换次数是<span class=""hit"">排序</span>算法中记录交换（<span class=""hit"">数据</span>移动）的次数，是衡量时间开销的主要指标之一。每交换一次意味着<span class=""hit"">数据</span>移动。</div><div class=""ansbox"">挖空答案：<b>排序、数据</b></div><div class=""pg"">教材页码：P257</div>"	内部排序 识记 排序的基本概念 13003数据结构与算法
